COMPANY NAME ,NAME,RAZÓN SOCIAL,RUT,Dirección Facturación,Dirección Despacho,Comuna Despacho,Región Despacho,Horario Despacho,Precio Caja,diasCredito,Orden de compra (SI O NO),Unidad/Caja,EMAIL PEDIDO,EMAIL FACTURA,CENTRO DE NEGOCIOS ,VENDEDOR ,BANEADO,Precio Caja 90,Precio Caja Free,
MSV Supermercados,MSV Supermercados,MSV SPA,77.638.903-K,AVDA LO ESPEJO 01565 MERSAN PAB3 DPTO. B303,avda lo espejo 01565 mersan pab3 dpto b303,Lo Espejo,Santiago,09:00 - 17:00,$78.960,1,,CAJA,,rodrigo.jimenez.d115@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Minimarket Antucayen,Minimarket Antucayen,COMERCIALIZADORA DELABORCO LIMITADA,76.384.579-6,AVENIDA CENTRAL 273,av central 273,San Bernardo,Santiago,10:00 - 21:00,$78.960,1,,CAJA,,pabloborcoski@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Local Burger EVENTO,Local Burger EVENTO,GASTRONOMICA MANGO GOURMET LIMITADA,76.161.938-1,AV LAS CONDES 7927,los militares 5934 local ij,Las Condes,Santiago,09:00 - 17:00,$78.960,1,,CAJA,,gpenafiel@localburger.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Popular,La Popular - EVENTO ÑAM,LA POPULAR PIZZA Y PAN SPA,76.659.122-1,Av Francisco Bilbao 2793,visviri 1107,Las Condes,Santiago,09:00 - 11:00,$78.960,1,,CAJA,,compras@lapopularpan.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Gioconda,La Gioconda,SALJO Inversiones SpA.,77.642.713-6,Hermanos Carrera 655 local B Litueche,hermanos carrera 655 local b litueche,Ohiggins,Ohiggins,09:00 - 17:00,$78.960,1,,CAJA,,alexmonreal9@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Fortuna Heladería,La Fortuna Heladería,COMERCIALIZADORA Y DISTRIBUIDORA SAN CRESCENTE SPA,76.964.206-4,PEDRO TORRES 1227,av ventisquero 1204 bodega 65,Renca,Santiago,9:00 a 17.30,$78.960,1,,CAJA,,mielsofiasantamaria@gmail.com>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Baguette Panadería,La Baguette Panadería,renzo bianchetti alim y distr eirl ,76.047.495-9,etchevers alto 638,etchevers 638,Viña del Mar,Valparaíso,09:00 - 19:00,$78.960,1,,CAJA,,Renzobianchetti@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Inbocca,Inbocca,IN BOCCA SPA,77.662.722-4,C SAN FCO DE ASIS 115 DP A 201 PS 2 TORRE I,homs 6882,Las Condes,Santiago,10:00 - 16:00,$78.960,1,,CAJA,,bastian@inbocca.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Fast Company,Fast Company,247 FAST COMPANY SPA,77.902.616-7,Ossa 2280,"Av Pdte Kennedy 5601, Las Condes Cuarto Piso, Local g412",Las Condes,Santiago,10:00 - 15:00,$78.960,1,,CAJA,,24.7fastgood@gmail.com,VENTAS ,FNASSAR,,41220 ,$77.880,ACTUALIZAR
Emporio Aurora,Emporio Aurora,COMERCIAL ABA SPA ,77.976.216-5,GERTRUDIS ECHENIQUE 287,gertrudis echeñique 287,Las Condes,Santiago,10:00 - 18:00,$78.960,1,,CAJA,,emporioaurora24@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Calabaza Almacén,Calabaza Almacén,MIA BODEGA LIMITADA,77.497.313-3,Av. Concón Reñaca 102. Local 4 y 5,av concón reñaca 102 local 4 y 5,Concón,Valparaíso,09:00 - 20:00,$78.960,1,,CAJA,,calabazaalmacen@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Café Paula Viña,Café Paula Viña,COBRAR SPA,77.650.627-3,6 NORTE 402 428 VINA DEL MAR,6 norte 402 esquina 3 poniente,Viña del Mar,Valparaíso,10:00 - 20:00,$78.960,1,,CAJA,,rcortes26@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Botillería Dina,Botillería Dina,SOCIAL JOSE ESFUERZO PERALTA,17.353.517-1,Torreblanca 91 reñaca viña del mar,torreblanca 91,Reñaca,Valparaíso,10:00 - 21:00,$78.960,NOTA DE VENTA (CONTADO),,CAJA,,Joseperalta_acevedo@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Borde Negro Pirque,Borde Negro Pirque,BORDE NEGRO SPA,77.947.062-8,LT 1 CHACRA EL HIGUERAL,ramón subercaseaux 3444,Pirque,Santiago,12:00 - 20:00,$78.960,1,,CAJA,,contacto@bordenegropirque.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
360 Market,360 Market,INVERSIONES MARKET 360 SPA,77.597.814-7,PROVIDENCIA 1083 LC 2 BD 3 DPTO. 2,av providencia 1083,Providencia,Santiago,08:00 - 20:00,$78.960,1,,CAJA,,<inversionesmarket360@gmail.com>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Minimarket Lincoyán,Minimarket Lincoyán,COMERCIAL KAIZEN SPA,77.172.253-9,Lincoyan 1190,Lincoyan 1190,Ñuñoa,Santiago,9:00 a 18:00,$78.960,1,,CAJA,,ariel.jimenez.a@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Spot Meat,Spot Meat,KYM SPA,76.598.624-9,Avda. Lo Espejo N°01565 calle 7 sur bodega 705,"avda lo espejo n°01565 calle 7 sur, bodega 705",Lo Espejo,Santiago,8 a 11 hs (SOLO MARTES),"$71,760",15,,CAJA,,<kymspa7@gmail.com>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Macul,StreetWrap Macul,VGV SPA,78.000.735-4,AV. Macul 3019 local 5,av macul 3019 local 5,Macul,Santiago,10:00 - 18:00,"$75,600",1,,CAJA,,<swmacul@gmail.com>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
yokono,yokono,EMPRESA GASTRONOMICA YOKONO LIMITADA,76.086.052-2,AV PROVIDENCIA 2220,av providencia 2220,Providencia,Santiago,08:30 - 15:00,"$78,960",1,,CAJA,,karen@yokono.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Tienda Huerto Pucalán,Tienda Huerto Pucalán,KOTERRA SPA,76.443.737-3,Carlos Ibáñez del Campo 42.,av méxico 9290,La Florida,Santiago,Hasta 19:00 hs,"$78,960",1,,CAJA,,tiendahuertopucalan@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Tea Connection,Tea Connection Parque Arauco,TEA CONNECTION SOCIEDAD ANÓNIMA,76.270.296-7,Pedro de Valdivia 0129,avenida kennedy 5413 local 364 b,Vitacura,Santiago,07:00 - 12:00,$78.960,1,,CAJA,,Genesis@teaconnection.cl,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
Tea Connection,Tea Connection Isidora,TEA CONNECTION SOCIEDAD ANÓNIMA,76.270.296-7,Pedro de Valdivia 0129,isidora goyenechea #3185,Las Condes,Santiago,07:00 - 11:00,$78.960,1,,CAJA,,Genesis@teaconnection.cl,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
Tea Connection,Tea Connection Pedro de Valdivia,TEA CONNECTION SOCIEDAD ANÓNIMA ,76.270.296-7,Pedro de Valdivia 0129,pedro de valdivia 0129,Providencia,Santiago,8:00 - 13:00 y 16:00 - 18:00,$78.960,1,,CAJA,,Genesis@teaconnection.cl,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
Shawerma.cl,Shawerma.cl,SERVICIOS GASTRONÓMICOS JUAN PABLO SARRAS PICHARA E.I.R.L.,76.443.216-9,CERRO ARENALES 871,cerro arenales 871,Las Condes,Santiago,09:00 - 20:00,"$78,960",1,,CAJA,,ventas@shawerma.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
RYB Hermanos,RYB Hermanos,R & B HERMANOS LIMITADA,76.359.693-1,Av Ignacio Carrera Pinto S/N,av ignacio carrera pinto s/n,Vichuquen,Maule,,"$78,960",1,,CAJA,,luzfran.rb@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Rienda Suelta MUT,Rienda Suelta MUT,RIENDA MUT SPA,77.741.174-8,Mercado Urbano Tobalaba piso -2 local 201,av apoquindo 2730 mercado urbano tobalaba piso -2 local 201,Las Condes,Santiago,10.30 a 17.30 hs,"$78,960",1,,CAJA,,oliverbeyzaga00@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
RC Banquetería,RC Banquetería,RC BANQUETERIA SPA ,76.712.907-6,Rosario Norte 555 of 806,juan xxiii 6616,Vitacura,Santiago,08:30 - 16:00,"$78,960",1,,CAJA,,isabelm@rivascorrea.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Pura Vida Matanzas,Pura Vida Matanzas,PURA VIDA MATANZAS SPA,77.868.299-0,CENTINELA,centinela sn,Navidad,Ohiggins,,"$78,960",1,,CAJA,,puravidamatanzas@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Proveduría Los Linderos,Proveduría Los Linderos,BERNARDITA VARAS VALDES,11.624.915-4,PANAMERICANA SUR,"Panamericana Sur 4251, local 7, los Linderos, Buin.",Buin,Santiago,10.30 a 20 hs,"$78,960",1,,CAJA,,Emporioazul.bazar@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Peregrino Coffee,Peregrino Coffee Las Condes,INVERSIONES BDL SPA,76.477.431-0,LORELEY 114,av apoquindo 7014,Las Condes,Santiago,10:00 - 19:30,"$78,960",1,,CAJA,,sebastian@peregrinocoffee.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Peregrino Coffee,Peregrino Coffee La Reina,INVERSIONES BDL SPA,76.477.431-0,LORELEY 114,loreley 114,La Reina,Santiago,10:00 - 19:30,"$78,960",1,,CAJA,,sebastian@peregrinocoffee.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Pastelería La Celeste,Pastelería La Celeste,PASTELERIA LA CELESTE SPA,77.005.685-3,Geronimo de Alderete 1380,gerónimo de alderete 1380,Vitacura,Santiago,08:30 - 16:00,"$78,960",1,,CAJA,,contacto@pastelerialaceleste.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Panadería Las Jaar,Panadería Las Jaar Montemar,COMERCIALIZADORA MANUEL GONZALEZ E.I.R.L.,77.761.342-1,Av costa de montemar 264 local 105 con con,av costa de montemar 264 local 105 con con,Concón,Valparaíso,08:00 - 17:00,"$78,960",1,,CAJA,,<costajaar@gmail.com>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Pan Semilla,Pan Semilla,ALIMENTOS Y PRODUCTOS ARTESANALES LTDA,76.465.740-3,Hamburgo 1035. Ñuñoa,hamburgo 1035,Ñuñoa,Santiago,09:30 - 19:00,"$78,960",1,,CAJA,,<hola@pansemilla.cl>,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Pádel House Tuman,Pádel House Tuman,INMOBILIARIA E INVERSIONES DON RAMON LIMITADA,76.618.556-8,ISABEL RIQUELME 2784,los alpes 960 depto 1104 torre a,Las Condes,Santiago,09:00 - 17:00,"$78,960",1,,CAJA,,padeltuman@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mimi Gelato,Mimi Gelato,RODRIGO IGNACIO PEREZ GAJARDO,19.135.053-7,TRISTAN MATTA 1187,tristan matta 1187,San Miguel,Santiago,12:00 - 20:00,"$78,960",1,,CAJA,,rodrigoperez2308@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mercado Carnes y Pastas,Mercado Carnes y Pastas,MERCADO DE LAS CARNES LUIS CARRERA SPA.,77.825.541-3,Candelaria Goyenechea 5448 local 1,candelaria goyenechea 5448 local 1,Vitacura,Santiago,10:00 - 19:00,"$78,960",1,,CAJA,,pduchp@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mar Jano Einstein,Mar Jano Einstein,COMERCIALIZADORA JH SPA ,76.524.674-1,EINSTEIN 741,einstein 741,Recoleta,Santiago,11:00 - 16:00,"$78,960",1,,CAJA,,cjano.marjano@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Siembra,La Siembra,TOSTADURIA LA SIEMBRA SPA,76.566.871-9,MONSEÑOR EDWARS 1170,monseñor edwards 1170a,La Reina,Santiago,10:00 - 19:00,"$78,960",1,,CAJA,,tienda@lasiembragranel.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Piamontesa,La Piamontesa,MINIMARKET CARINA CRAVERO E.I.R.L,76.655.849-6,Hermano fermando de la fuente 403. SanFernando,RETIRO,San Fernando,Ohiggins,09:00 - 17:00,"$78,960",1,,CAJA,,carinacravero@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Pascuala Bistró,La Pascuala Bistró,SANTA MARÍA SPA,77.248.079-2,El embalse 8721,américo vespucio norte 2776 depto 307,Vitacura,Santiago,08:00 - 21:00,"$78,960",1,,CAJA,,hola@lapascualabistro.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
LA FACTORIA,LA FACTORIA,LA FACTORÍA SPA,77.833.404-6,PICHILEMU,av comercio 1955b,Pichilemu,Ohiggins,9:00 - 18-00,"$78,960",1,,CAJA,,trinidadugarteg@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Bodeguita del Centro,La Bodeguita del Centro,COMERCIAL E INVERSIONES VS SPA,77.255.542-3,MATUCANA 309,calle matucana 309,Casa Blanca,Valparaíso,,"$78,960",1,,CAJA,,katherinesilvae@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Base Orgánica Matanzas,La Base Orgánica Matanzas,ARTE MANDALA SPA,76.815.297-7,Camino caleta de matanzas local 3,RETIRO,Navidad,Ohiggins,,"$78,960",1,,CAJA,,claudia.andrea.uribe@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Kento Mall Plaza Oeste,Kento Mall Plaza Oeste,DIAZ SPA,77.351.605-7,Vitacura 5460,av américo vespucio n° 1501 local 1029,Cerrillos,Santiago,10:30 - 21:00,"$78,960",1,,CAJA,,contabilidadkento@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Hualle Meat,Hualle Meat,DISTRIBUIDORA Y COMERCIALIZADORA DE ALIMENTOS HUALLE MEAT SPA,77.166.682-5,Comercio 199. Requínoa. VI Región.,texas 1115,Vitacura,Santiago,08:30 a 12:45 / 14:30 a 16:45; VIERNES hasta 13.30,"$78,960",1,,CAJA,,maguayo@huallemeat.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Golden Sushi Viña,Golden Sushi Viña,GOLDEN VIÑA SPA,77.247.632-9,AGUA SANTA 18,agua santa 18,Viña del Mar,Valparaíso,12:00 - 22:00,"$78,960",1,,CAJA,,goldensushivina@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Golden Sushi Reñaca,Golden Sushi Reñaca,LC FOODS SPA ,77.533.681-1,AV VICUÑA MACKENNA 1050,vicuña mackenna 1050,Viña del Mar,Valparaíso,11:00 - 20:00,"$78,960",1,,CAJA,,goldensushivina@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Gallo Claudio,Gallo Claudio,HADA UBILLA,15.845.254-5,AV. LOS CERRILLOS 1430,av los cerrillos 1430,Cerrillos,Santiago,12:00 - 20:00,"$78,960",1,,CAJA,,hadaubilla2@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frozt,Frozt,ALTOS DEL CLARILLO SPA,77.781.021-9,Camino Alicia Valdés . Lote 4. Hijuela 3. Fundó Santa Alicia. Comuna Pirque. Santiago. Chile,santa margarita calle interior nueva 01184,San Bernardo,Santiago,8.30 a 17 hs,"$78,960",30,,CAJA,,mgarcesv@frozt.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frozen House,Frozen House,FROZEN HOUSE SPA ,77.537.217-6,ENCOMENDEROS 212,encomenderos 212,Las Condes,Santiago,10:00 - 20:00,"$78,960",1,,CAJA,,frozenhouse.chile@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Francois Cafetería,Francois Cafetería,INVERSIONES FRANOIS SPA,77.243.065-5,Av santa Amalia oriente 1033,av santa amalia oriente 1033,La Florida,Santiago,08:00 - 16:00,"$78,960",1,,CAJA,,Maxgaray7@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Foodmarket La Vega,Foodmarket La Vega,FOODMARKET SPA,77.648.921-2,ANTONIA LOPEZ DE BELLO 743,antonia lopez de bello 743 local 266 la,Recoleta,Santiago,09:00 - 17:00,"$78,960",30,,CAJA,,foodmarketvegacentral@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Faro Emporio,Faro Emporio,FARO EMPORIO SPA,77.196.705-1,AV COSTA DE MONTEMAR 264 LOCAL 102,av costa de montemar 264 local 102 concon,Concón,Valparaíso,10:00 - 21:00,"$78,960",1,,CAJA,,vmansillar@faro-emporio.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Entre Mar y Tierra,Entre Mar y Tierra,ENTRE MAR Y TIERRA SPA,76.710.179-1,BASTERRICA 35 OF. DEPTO A,basterrica 35 a,Peñaflor,Santiago,,"$78,960",1,,CAJA,,contadorauditorcgm@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Emporio Calathea,Emporio Calathea,CALATHEA SPA,77.548.005-K,ARRIETA CAÑAS 5726,arrieta cañas 5726,La Reina,Santiago,08:00 - 20:00,"$78,960",1,,CAJA,,emporiocalathea@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
El Faro Algarrobo,El Faro Algarrobo,EL FARO DE ALGARROBO SPA,77.747.101-5,Carlos Alessandri 120. Algarrobo.,carlos alessandri 120 ,Algarrobo,Valparaíso,-,"$78,960",1,,CAJA,,sofiamaite.parada@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Ecotienda Pewen,Ecotienda Pewen,MENERCO SPA,76.806.764-3,AV SUCRE 431,av sucre 431,Ñuñoa,Santiago,10:00 - 20:00,"$78,960",1,,CAJA,,pablo.cordero.m@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Dulcería Frutillar,Dulceria Frutillar Colón,SERVICIOS ALIMENTICIOS DELICIOSO  LTDA,78.055.830-k,Avenida Cristóbal Colón 5300,avenida cristóbal colón 5300,Las Condes,Santiago,11:00 - 18:00,"$78,960",1,,CAJA,,pabloaguirrep@gmail.com,VENTAS ,FNASSAR,,41220 ,$77.880,
Donde Carlos,Donde Carlos,INVERSIONES RIQUELME HERRERA SPA,77.331.463-2,Tobalaba 1509,tobalalaba 1509,Providencia,Santiago,10:00 - 20:00,"$78,960",1,,CAJA,,Ce.riquelmeh@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
CoolCats Cafe,CoolCats Cafe,COOLCATS CAFÉ SPA,77.560.923-0,AV LOS LEONES,av los leones 1020,Providencia,Santiago,08:00 - 19:00,"$78,960",NOTA DE VENTA (CONTADO),,CAJA,,thecoolcatshouse@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Connors,Connors,ESTHER YESSICA FERNANDEZ DIAZ,22.628.333-1,LOS TRES ANTONIOS,los tres antonios 16,Ñuñoa,Santiago,09:30 - 20:00,"$78,960",1,,CAJA,,Jessica12737337@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Connors,Connors Nuñoa,ESTHER YESSICA FERNANDEZ DIAZ,22.628.333-1,LOS TRES ANTONIOS,ramón puelma 2495,Ñuñoa,Santiago,09:30 - 20:00,"$78,960",1,,CAJA,,Jessica12737337@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Congelados Pingui,Congelados Pingui,CONGELADOS PINGUI SPA ,77.800.381-3,Gran Avenida 4770 A. San Miguel,gran avenida 4770 local a,San Miguel,Santiago,09:00 - 20:30,"$78,960",1,,CAJA,,enzo.capitani432@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Congelados Lonquimay,Congelados Lonquimay,SOCIEDAD COMERCIAL LONQUIMAY SPA,76.777.718-3,AVDA. JUAN LUIS DIEZ 1900 LOCAL 06,RETIRO,,Maule,,"$78,960",1,,CAJA,,INGRIDHEVIAR@GMAIL.COM,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Congelados La Nevera,Congelados La Nevera,COMERCIALIZADORA LA NEVERA,77.916.223-0,Manquehue sur 1626. Las Condes,manquehue sur 1626,Las Condes,Santiago,10:00 - 19:00,"$78,960",1,,CAJA,,fevicuna@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Como Pan,Como Pan,PANADERÍA ARTESANAL COMO PAN SPA,76.957.153-1,LAS TOSCAS 77 SANTA CECILIA,santiaguillo 1070 (transportes bull express),Santiago Centro,Santiago,15:00 - 18:00,"$78,960",1,,CAJA,,comopan.panaderia@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
City Foodmarket,City Foodmarket,CAFETERIA Y HELADERIA HYM LTDA,77.929.597-4,Los Militares 4765  Local 102  Patio Apoquindo,los militares 4765 local 102 patio apoquindo,Las Condes,Santiago,9.30 - 16:00 hs,"$78,960",1,,CAJA,,munjin.radoslav@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Casa Colchagua,Casa Colchagua,INVERSIONES GASTRONOMICAS VPV LIMITADA,76.336.316-3,CAMINO LOS BOLDOS,renato sanchez 3779,Las Condes,Santiago,10:00 - 16:00,"$78,960",1,,CAJA,,ccolchagua@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Cafeteria Los Tulipanes,Cafeteria Los Tulipanes,LOS TULIPANES INVERSIONES SPA,77.513.087-3,LOTE Q4. KM 1 CAMINO LAS 0. SECTOR EL QUIJOTE,av lo espejo 01565 calle 7 bodega 705,Lo Espejo,Santiago,08:00 - 10:30,"$78,960",1,,CAJA,,hectoromeroalarcon@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Café Casa Colón,Café Casa Colón,INVERSIONES CASA COLON SPA,77.868.029-7,Av. Cristóbal Colón 3018,av cristóbal colón 3018,Las Condes,Santiago,10:00 - 18:00,"$78,960",1,,CAJA,,smeneses@nutriservice.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Cafe Aloe,Cafe Aloe,LA CHÍA SPA,77.811.552-2,Camino a farellones 14345. Local 1,camino a farellones 14345 local 1,Las Condes,Santiago,09:00 - 19:00,"$78,960",1,,CAJA,,lachiaspa@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
By Sal,By Sal,BY SAL LIMITADA,77.311.988-0,AV. EL RODEO 12850 L.71,av el rodeo 12850 local 71,Lo Barnechea,Santiago,10:00 - 20:00,"$78,960",1,,CAJA,,orojas@bysal.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Bosques del Zar,Bosques del Zar,BOSQUES DEL ZAR SPA ,76.742.244-k,Gerónimo de Alderete 1189 Local 2,gerónimo de alderete 1189 local 2,Vitacura,Santiago,10:00 a 13:00  y de 15:00 a 17:00,"$78,960",1,,CAJA,,andrescaprile@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Big Toro,Big Toro,GASTRONOMIA DEL VALLE SPA,76.781.944-7,Avenida O higgins 1375 OF. DEPTO F,ambrosio o'higgins 1525,Curacaví,Santiago,,"$78,960",1,,CAJA,,matiasjavier.molina@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
BeFree,BeFree,BE FREE SPA,77.018.978-0,AV MANQUEHUE SUR 31 LOCAL 250,compañía de jesus 1214 local 202,Santiago Centro,Santiago,10.30 a 15 hs,"$78,960",1,,CAJA,,adelano@chilebefree.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Atenas Botillería,Atenas Botillería,SOCIEDAD GARRIDO MADRID SPA,77.150.462-0,AV GRECIA 2916,av grecia 2916,Ñuñoa,Santiago,12:30 - 20:00,"$78,960",1,,CAJA,,sociedadgarridomadrid@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Appa Market,Appa Market,SOCIEDAD COMERCIAL HUBNER Y GATICA LIMITADA,77.928.605-3,1 norte 511c,1 norte 511c viña del mar,Viña del Mar,Valparaíso,09:00 - 19:00,"$78,960",1,,CAJA,,comercialhuga@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Alfonsina Empanadas,Alfonsina Empanadas,Alimentos Juana SpA,78.185.408-5,AV VITACURA 7128,av vitacura 7128 vitacura rm,Vitacura,Santiago,12:00 - 17:00,"$78,960",1,,CAJA,,hernan.gomez@alfonsinachile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Licorería Nacional,Licorería Nacional,COMERCIAL MACRO LIMITADA,77634430-3,FRANCISCO BILBAO 2383,FRANCISCO BILBAO 2383,Providencia,Santiago,10:00 - 00:00,"$78,960",1,,CAJA,,licorerianacionalbilbao@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Emporio Calathea Simón Bolívar,Emporio Calathea Simón Bolívar,CALATHEA SPA,77.548.005-K,ARRIETA CAÑAS 5726,Av. Simón Bolivar 5633,Ñuñoa,Santiago,09:00 - 21:00,"$78,960",1,,CAJA,,emporiocalathea@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Que Te Llevo,Que Te Llevo,COMERCIAL QUE TE LLEVO SPA,77148934-6,Índico 4540. bodega 1 y 2. Gómez Carreño,"Indico 4540 , bodega 1 y 2 -  Indico 4544, depto 42, Gomez Carreño",Viña del Mar,Valparaíso,07:00 - 16:00,$78.960,1,,CAJA,,mauricio.maturana.h@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Punta Lomo Market Pichilemu,Punta Lomo Market Pichilemu,COMERCIAL DANIELA ALAMOS MUMBRU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,76.747.241-2,AVENIDA COMERCIO VILLA LOCAL 2,RETIRO,RETIRO,RETIRO,RETIRO,$78.960,1,,CAJA,,puntadelomo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Isidora,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,Isidora Goyenechea #2974,Las Condes,Santiago,08:00 - 23:00,$78.960,30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Mestiere,Mestiere Los Trapenses,LUCAGU Spa,77.920.879-6,"av. J. Alcalde Delano 10533 Lt A9 - 1A,","av. J. Alcalde Delano 10533 Lt A9 - 1A,",Lo Barnechea,Santiago,7:30 a 18:00,$78.960,30,,CAJA,,administracion@mestiere.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Botillería Don Frist,Botillería Don Frist,NKE SPA,77.964.717-k ,Av Vitacura 8939 local 4,Av Vitacura 8939 local 4,Vitacura,Santiago,12.30 a 23.00,$78.960,1,,CAJA,,chaconnilson06@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Nonito La despensa Ltda.,Nonito La despensa Ltda.,Nonito La despensa Ltda.,77.756.868-K,AV. Blanca Estela 1927 Local 10,AV. Blanca Estela 1927 Local 10,Concón,Valparaíso,11.30 a 20.00,$78.960,1,,CAJA,,nonito.ladespensa@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Cinépolis,Cinépolis Parque Arauco,OPERADORA CHILENA DE CINES CINÉPOLIS SPA,76.416.414-8,AV. OSSA 655,"Avenida Kennedy 5413, local 250",Las Condes,Santiago,9.00 a 11.00,$78.960,30,,CAJA,,bparra@cinepolis.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
